student_id,attendance,internal_marks,assignment_marks,final_grade,category
119,48.77,84.15,62.86,62.5,AVERAGE
120,79.44,91.83,72.02,82.51,GOOD
121,84.62,42.63,51.11,58.61,NEEDS_IMPROVEMENT
122,80.28,73.21,63.68,70.98,AVERAGE
123,86.12,41.61,92.19,80.77,GOOD
124,100.0,88.89,42.36,80.64,GOOD
125,87.76,54.49,74.93,68.64,AVERAGE
126,66.15,48.36,48.45,58.89,NEEDS_IMPROVEMENT
127,87.4,79.22,57.09,76.23,GOOD
128,100.0,69.56,98.55,99.41,EXCELLENT
129,70.6,88.37,82.6,84.14,GOOD
130,89.33,40.96,61.84,64.13,AVERAGE
131,82.67,48.83,81.2,71.9,AVERAGE
132,92.51,73.99,76.16,80.61,GOOD
133,84.07,52.37,54.65,64.93,AVERAGE
134,80.42,68.58,87.84,77.46,GOOD
135,73.48,60.95,78.32,68.43,AVERAGE
136,77.2,62.66,95.01,82.6,GOOD
137,84.01,93.67,72.33,87.63,EXCELLENT
138,100.0,75.01,76.3,81.85,GOOD
139,73.7,59.3,44.12,57.53,NEEDS_IMPROVEMENT
140,79.48,69.79,95.73,88.77,EXCELLENT
141,79.26,84.9,53.66,76.38,GOOD
142,84.34,92.65,59.86,80.85,GOOD
143,70.44,87.17,84.85,83.23,GOOD
144,71.72,72.64,78.6,77.87,GOOD
145,70.81,63.03,76.07,73.56,AVERAGE
146,77.35,51.37,48.22,62.74,AVERAGE
147,72.24,78.8,79.18,76.13,GOOD
148,72.66,97.25,82.74,86.03,EXCELLENT
149,88.86,96.46,92.9,100.0,EXCELLENT
150,100.0,88.71,79.82,87.76,EXCELLENT
151,85.53,70.61,74.74,76.42,GOOD
152,59.6,89.84,73.91,70.12,AVERAGE
153,83.74,96.52,73.75,86.74,EXCELLENT
154,73.3,67.43,87.46,74.51,AVERAGE
155,97.93,46.15,73.64,71.05,AVERAGE
156,71.67,80.51,47.81,68.57,AVERAGE
157,64.68,76.9,65.63,72.12,AVERAGE
158,89.75,65.42,89.8,79.12,GOOD
159,79.32,76.67,62.56,76.68,GOOD
160,78.77,93.43,79.3,86.1,EXCELLENT
161,89.64,100.0,77.8,93.58,EXCELLENT
162,69.85,83.8,68.47,74.74,AVERAGE
163,92.61,51.13,66.09,64.26,AVERAGE
164,56.24,80.49,72.15,64.98,AVERAGE
165,79.95,53.1,91.09,81.06,GOOD
166,83.13,30.0,64.58,56.75,NEEDS_IMPROVEMENT
167,100.0,90.68,73.32,90.23,EXCELLENT
168,80.89,60.47,87.23,77.23,GOOD
169,95.74,64.46,100.0,92.04,EXCELLENT
170,100.0,76.54,64.99,81.76,GOOD
171,87.84,71.92,80.7,80.2,GOOD
172,80.57,67.77,81.09,72.27,AVERAGE
173,85.99,92.12,60.52,79.45,GOOD
174,83.37,88.86,97.66,98.21,EXCELLENT
175,77.41,78.51,87.54,83.97,GOOD
176,70.62,76.91,74.48,73.14,AVERAGE
177,79.62,90.58,83.71,79.79,GOOD
178,97.23,34.27,65.51,66.26,AVERAGE
179,72.98,77.68,69.13,71.43,AVERAGE
180,94.94,62.0,54.97,72.73,AVERAGE
181,74.77,73.25,66.45,72.64,AVERAGE
182,95.45,77.71,71.72,81.16,GOOD
183,90.91,73.56,88.19,79.4,GOOD
184,93.74,65.91,100.0,93.15,EXCELLENT
185,96.62,48.39,85.33,79.62,GOOD
186,77.14,76.39,85.7,80.44,GOOD
187,100.0,79.1,86.04,89.76,EXCELLENT
188,89.58,44.78,97.04,81.53,GOOD
189,79.04,78.55,83.21,81.0,GOOD
190,76.34,81.45,92.39,92.71,EXCELLENT
191,75.54,93.29,67.24,81.48,GOOD
192,63.56,36.91,81.46,54.85,NEEDS_IMPROVEMENT
193,70.42,49.28,85.41,72.66,AVERAGE
194,94.73,78.87,40.0,70.36,AVERAGE
195,95.34,100.0,100.0,100.0,EXCELLENT
196,91.38,78.23,74.11,80.38,GOOD
197,54.61,57.57,49.99,51.34,NEEDS_IMPROVEMENT
198,93.77,47.48,54.76,64.48,AVERAGE
199,88.25,47.0,73.74,69.11,AVERAGE
200,56.11,75.54,64.91,63.39,AVERAGE
201,81.88,65.52,74.58,73.23,AVERAGE
202,69.47,64.83,41.34,57.9,NEEDS_IMPROVEMENT
203,69.22,90.56,61.05,77.74,GOOD
204,67.47,91.79,51.79,75.69,GOOD
205,77.22,66.72,75.47,76.92,GOOD
206,71.64,56.45,64.53,66.57,AVERAGE
207,100.0,72.07,86.73,84.53,GOOD
208,71.27,43.87,58.83,54.79,NEEDS_IMPROVEMENT
209,83.51,45.88,70.44,66.27,AVERAGE
210,98.42,52.66,96.55,88.07,EXCELLENT
211,88.37,69.25,84.3,76.67,GOOD
212,78.33,59.4,63.51,68.07,AVERAGE
213,63.62,61.88,94.58,82.22,GOOD
214,82.88,64.52,77.73,76.4,GOOD
215,68.21,46.3,40.0,46.59,NEEDS_IMPROVEMENT
216,85.83,99.94,73.8,88.24,EXCELLENT
217,93.79,69.51,78.08,81.35,GOOD
218,77.38,51.33,79.84,68.54,AVERAGE
219,96.29,87.64,81.96,89.6,EXCELLENT
220,80.16,44.33,51.72,57.95,NEEDS_IMPROVEMENT
221,80.85,83.11,71.11,75.08,GOOD
222,65.91,67.74,54.68,66.04,AVERAGE
223,76.8,91.35,70.74,80.7,GOOD
224,74.18,72.35,74.28,75.82,GOOD
225,94.24,49.19,40.0,61.21,AVERAGE
226,62.45,38.37,72.26,51.17,NEEDS_IMPROVEMENT
227,71.81,76.75,45.52,67.86,AVERAGE
228,81.79,51.71,92.18,79.59,GOOD
229,73.35,61.28,61.42,61.64,AVERAGE
230,100.0,76.01,63.53,83.96,GOOD
231,90.17,60.29,99.04,90.52,EXCELLENT
232,99.53,96.09,80.27,91.2,EXCELLENT
233,100.0,78.65,66.04,80.13,GOOD
234,98.01,64.18,63.43,76.68,GOOD
235,94.94,66.46,50.06,70.64,AVERAGE
236,99.92,96.93,83.61,95.83,EXCELLENT
237,80.86,78.29,94.5,94.39,EXCELLENT
238,74.53,43.94,61.39,55.86,NEEDS_IMPROVEMENT
239,76.68,68.68,79.18,73.07,AVERAGE
240,77.49,83.24,68.87,79.39,GOOD
241,89.94,89.01,79.59,85.28,EXCELLENT
242,72.07,79.57,90.06,91.85,EXCELLENT
243,83.61,86.28,85.41,86.04,EXCELLENT
244,99.35,82.17,74.47,83.18,GOOD
245,71.29,81.27,83.73,80.4,GOOD
246,97.95,62.49,71.83,77.93,GOOD
247,78.19,75.75,59.5,71.5,AVERAGE
248,100.0,71.67,76.37,78.06,GOOD
249,57.12,99.93,54.13,66.11,AVERAGE
250,100.0,100.0,100.0,100.0,EXCELLENT
251,91.68,62.36,60.48,70.71,AVERAGE
252,90.45,98.8,71.98,88.36,EXCELLENT
253,69.25,33.59,73.15,57.94,NEEDS_IMPROVEMENT
254,64.64,92.3,84.93,81.26,GOOD
255,74.42,97.06,87.81,86.35,EXCELLENT
256,82.11,36.77,75.96,60.27,AVERAGE
257,87.7,47.61,54.03,66.3,AVERAGE
258,100.0,68.2,63.17,77.52,GOOD
259,91.49,95.98,70.09,85.65,EXCELLENT
260,76.6,72.55,91.58,87.13,EXCELLENT
261,79.68,60.81,40.0,60.76,AVERAGE
262,81.0,77.81,49.26,68.8,AVERAGE
263,84.4,45.45,74.55,69.27,AVERAGE
264,68.98,59.07,67.42,64.56,AVERAGE
265,86.43,83.41,73.46,81.6,GOOD
266,63.92,31.27,64.01,48.48,NEEDS_IMPROVEMENT
267,89.29,93.15,74.28,89.4,EXCELLENT
268,70.31,48.99,61.57,62.21,AVERAGE
269,84.85,58.96,71.87,71.05,AVERAGE
270,77.29,89.43,74.1,83.88,GOOD
271,81.7,40.36,95.12,80.56,GOOD
272,73.29,96.25,72.7,81.75,GOOD
273,70.35,85.08,59.62,75.35,GOOD
274,100.0,60.71,78.12,79.52,GOOD
275,64.06,79.49,68.65,77.37,GOOD
276,88.69,76.99,79.17,80.56,GOOD
277,82.53,100.0,60.97,84.76,GOOD
278,48.17,52.96,75.27,53.82,NEEDS_IMPROVEMENT
279,92.61,82.2,69.95,80.41,GOOD
280,100.0,76.16,100.0,98.13,EXCELLENT
281,86.06,73.02,53.57,74.39,AVERAGE
282,73.03,71.34,76.48,72.46,AVERAGE
283,93.07,56.78,74.05,72.34,AVERAGE
284,87.71,78.14,82.71,84.6,GOOD
285,86.15,76.76,84.58,79.97,GOOD
286,96.61,76.09,40.0,72.89,AVERAGE
287,84.98,73.08,87.37,80.72,GOOD
288,91.08,90.4,56.84,83.83,GOOD
289,85.51,93.91,69.61,84.71,GOOD
290,92.0,36.31,60.95,65.14,AVERAGE
291,78.43,72.8,68.71,73.98,AVERAGE
292,94.63,88.66,68.85,86.85,EXCELLENT
293,70.19,41.82,76.25,63.08,AVERAGE
294,100.0,100.0,100.0,100.0,EXCELLENT
295,76.31,53.12,91.02,81.11,GOOD
296,80.65,95.17,58.65,79.05,GOOD
297,70.82,64.3,56.45,63.74,AVERAGE
298,57.43,71.39,64.71,57.83,NEEDS_IMPROVEMENT
299,84.79,96.01,40.91,80.21,GOOD
300,83.2,52.96,71.7,68.47,AVERAGE
301,100.0,66.22,58.04,71.56,AVERAGE
302,84.01,85.56,44.44,75.11,GOOD
303,100.0,88.48,64.56,84.52,GOOD
304,76.83,51.8,67.73,63.27,AVERAGE
305,82.53,86.5,53.9,77.2,GOOD
306,90.62,78.86,89.14,86.37,EXCELLENT
307,62.84,67.53,65.38,61.87,AVERAGE
308,71.77,65.21,76.81,68.87,AVERAGE
309,94.54,91.05,60.14,86.21,EXCELLENT
310,95.01,59.42,99.16,91.47,EXCELLENT
311,77.99,76.45,89.37,77.87,GOOD
312,95.49,94.16,52.89,83.81,GOOD
313,75.38,90.88,87.9,85.29,EXCELLENT
314,54.75,58.97,73.17,56.24,NEEDS_IMPROVEMENT
315,79.6,77.79,56.36,72.69,AVERAGE
316,88.19,71.92,66.48,74.89,AVERAGE
317,76.12,91.36,82.47,83.8,GOOD
318,97.6,84.04,69.05,82.11,GOOD
319,62.09,80.16,87.39,79.27,GOOD
320,52.98,51.99,51.15,45.72,NEEDS_IMPROVEMENT
321,50.31,77.74,55.32,55.12,NEEDS_IMPROVEMENT
322,42.05,67.03,70.22,57.97,NEEDS_IMPROVEMENT
323,73.02,59.47,90.22,82.11,GOOD
324,96.29,74.14,83.38,82.87,GOOD
325,89.32,65.3,85.67,78.85,GOOD
326,53.4,82.75,47.82,59.37,NEEDS_IMPROVEMENT
327,47.96,85.51,76.6,67.56,AVERAGE
328,87.82,85.14,82.92,84.97,GOOD
329,77.08,76.26,83.18,78.97,GOOD
330,79.72,67.88,87.17,78.51,GOOD
331,65.43,46.8,61.3,57.57,NEEDS_IMPROVEMENT
332,90.88,85.15,67.23,83.9,GOOD
333,97.83,93.94,83.49,90.3,EXCELLENT
334,77.55,55.33,56.77,62.52,AVERAGE
335,51.6,63.67,65.55,57.68,NEEDS_IMPROVEMENT
336,55.89,47.14,56.15,46.86,NEEDS_IMPROVEMENT
337,76.03,30.0,81.1,61.23,AVERAGE
338,100.0,49.74,47.2,68.27,AVERAGE
339,83.14,57.0,88.2,76.77,GOOD
340,95.9,96.23,83.57,88.98,EXCELLENT
341,69.58,61.48,56.93,64.77,AVERAGE
342,80.0,71.1,69.63,71.79,AVERAGE
343,70.13,58.65,45.44,59.89,NEEDS_IMPROVEMENT
344,83.94,74.38,88.88,81.74,GOOD
345,83.98,59.63,43.13,65.01,AVERAGE
346,94.48,99.06,75.37,90.35,EXCELLENT
347,89.24,93.63,72.24,87.47,EXCELLENT
348,58.34,30.0,54.71,40.7,NEEDS_IMPROVEMENT
349,73.2,93.46,77.38,81.29,GOOD
350,95.59,67.15,82.26,81.85,GOOD
351,85.65,60.13,54.01,70.22,AVERAGE
352,66.49,81.96,60.25,71.85,AVERAGE
353,80.61,49.19,83.34,67.91,AVERAGE
354,41.56,62.62,76.55,57.06,NEEDS_IMPROVEMENT
355,80.34,86.44,55.14,78.22,GOOD
356,86.58,75.32,83.86,80.11,GOOD
357,81.53,87.12,52.24,76.82,GOOD
358,82.6,83.16,62.43,76.15,GOOD
359,78.45,47.72,68.47,64.19,AVERAGE
360,61.1,53.77,65.29,60.43,AVERAGE
361,63.33,76.84,80.53,72.42,AVERAGE
362,67.84,47.37,68.24,59.38,NEEDS_IMPROVEMENT
363,75.2,82.68,50.29,72.71,AVERAGE
364,100.0,73.35,73.86,84.24,GOOD
365,46.82,82.71,40.0,53.78,NEEDS_IMPROVEMENT
366,56.03,66.31,83.17,62.58,AVERAGE
367,86.39,74.74,70.05,76.45,GOOD
368,90.8,50.14,64.48,68.39,AVERAGE
369,75.3,72.45,53.54,67.47,AVERAGE
370,72.95,73.47,70.95,72.04,AVERAGE
371,74.62,56.42,79.52,71.82,AVERAGE
372,100.0,68.03,41.66,72.77,AVERAGE
373,50.45,82.7,45.12,53.19,NEEDS_IMPROVEMENT
374,73.89,84.7,79.47,77.3,GOOD
375,100.0,70.44,61.07,79.15,GOOD
376,78.09,93.37,42.32,76.75,GOOD
377,93.3,66.24,40.68,68.87,AVERAGE
378,98.54,59.31,82.6,79.69,GOOD
379,72.44,64.87,72.27,69.5,AVERAGE
380,63.69,41.74,79.79,61.44,AVERAGE
381,54.11,48.08,79.37,56.55,NEEDS_IMPROVEMENT
382,91.75,75.35,71.98,81.22,GOOD
383,81.28,58.14,60.0,69.18,AVERAGE
384,89.76,38.57,91.43,78.81,GOOD
385,100.0,99.08,91.06,100.0,EXCELLENT
386,75.19,95.05,76.65,84.96,GOOD
387,92.58,55.76,67.69,72.91,AVERAGE
388,86.87,99.4,69.44,87.38,EXCELLENT
389,90.43,88.98,63.85,82.42,GOOD
390,93.36,85.03,84.73,86.0,EXCELLENT
391,90.48,78.41,74.94,83.18,GOOD
392,72.82,51.08,84.88,69.62,AVERAGE
393,90.25,47.59,94.45,83.45,GOOD
394,53.36,64.77,42.29,50.37,NEEDS_IMPROVEMENT
395,70.56,82.63,55.84,74.88,AVERAGE
396,77.66,62.25,78.12,75.03,GOOD
397,74.6,46.09,59.53,56.52,NEEDS_IMPROVEMENT
398,85.16,66.94,73.0,72.37,AVERAGE
399,93.35,89.15,40.0,76.82,GOOD
400,78.75,38.05,57.02,57.02,NEEDS_IMPROVEMENT
401,69.17,69.92,66.45,71.43,AVERAGE
402,60.51,75.0,81.25,76.24,GOOD
403,63.16,51.75,84.33,66.46,AVERAGE
404,85.86,52.26,90.46,81.93,GOOD
405,57.03,73.98,77.62,64.17,AVERAGE
406,88.47,51.85,74.9,69.95,AVERAGE
407,78.03,77.46,70.97,78.45,GOOD
408,60.62,79.62,59.26,68.22,AVERAGE
409,68.24,51.2,53.43,55.44,NEEDS_IMPROVEMENT
410,90.23,98.27,66.92,88.96,EXCELLENT
411,81.14,78.58,83.62,82.63,GOOD
412,68.55,67.56,83.23,77.5,GOOD
413,68.21,46.47,71.93,63.9,AVERAGE
414,59.92,86.77,64.31,63.64,AVERAGE
415,71.76,84.15,63.11,71.51,AVERAGE
416,79.79,64.71,58.51,69.64,AVERAGE
417,75.82,66.07,85.59,77.3,GOOD
418,75.03,53.93,64.42,66.37,AVERAGE
419,59.73,45.42,74.91,53.56,NEEDS_IMPROVEMENT
420,78.12,65.11,71.66,69.27,AVERAGE
421,82.63,93.22,82.42,88.07,EXCELLENT
422,86.3,77.9,96.42,92.55,EXCELLENT
423,88.33,53.17,71.1,71.77,AVERAGE
424,61.31,60.97,54.27,58.48,NEEDS_IMPROVEMENT
425,100.0,80.84,57.29,84.87,GOOD
426,56.21,34.44,79.01,52.03,NEEDS_IMPROVEMENT
427,40.46,66.28,59.86,52.87,NEEDS_IMPROVEMENT
428,66.12,69.92,49.51,64.5,AVERAGE
429,92.88,61.56,75.25,75.67,GOOD
430,100.0,57.74,100.0,95.54,EXCELLENT
431,85.58,85.32,76.99,81.76,GOOD
432,60.21,62.15,58.43,59.57,NEEDS_IMPROVEMENT
433,79.36,60.21,83.14,73.92,AVERAGE
434,98.0,67.87,41.33,68.02,AVERAGE
435,70.63,54.0,62.82,64.04,AVERAGE
436,89.77,50.61,73.73,71.61,AVERAGE
437,68.99,76.79,78.35,76.81,GOOD
438,81.26,90.07,84.59,87.38,EXCELLENT
439,73.35,62.5,75.25,70.39,AVERAGE
440,100.0,100.0,77.3,94.31,EXCELLENT
441,100.0,67.38,58.38,73.74,AVERAGE
442,74.44,47.8,66.65,64.22,AVERAGE
443,87.66,96.35,58.53,86.07,EXCELLENT
444,82.58,77.09,55.27,71.18,AVERAGE
445,86.95,39.63,90.61,78.85,GOOD
446,69.55,76.03,68.58,68.24,AVERAGE
447,85.24,40.45,77.73,65.76,AVERAGE
448,75.06,84.51,77.52,76.74,GOOD
449,91.35,83.77,57.48,79.2,GOOD
450,85.01,88.94,94.11,97.19,EXCELLENT
451,85.8,97.81,95.32,100.0,EXCELLENT
452,82.17,79.26,63.29,79.04,GOOD
453,87.5,34.75,82.89,68.38,AVERAGE
454,71.11,68.23,84.21,77.0,GOOD
455,100.0,81.78,93.24,94.49,EXCELLENT
456,98.46,95.14,95.54,99.87,EXCELLENT
457,74.97,79.97,91.65,90.99,EXCELLENT
458,80.65,79.68,40.0,67.24,AVERAGE
459,85.79,75.75,92.45,91.44,EXCELLENT
460,78.89,58.0,70.11,69.66,AVERAGE
461,89.44,53.89,91.15,85.54,EXCELLENT
462,79.5,77.94,62.25,72.81,AVERAGE
463,77.35,39.61,61.87,57.89,NEEDS_IMPROVEMENT
464,79.07,76.03,81.08,76.37,GOOD
465,72.69,55.91,55.31,61.03,AVERAGE
466,88.93,57.1,67.31,68.85,AVERAGE
467,88.6,39.44,69.0,69.42,AVERAGE
468,85.25,43.61,71.46,63.89,AVERAGE
469,93.73,59.63,80.95,76.49,GOOD
470,100.0,93.13,88.25,93.68,EXCELLENT
471,75.82,78.21,69.45,78.56,GOOD
472,98.7,71.64,87.82,82.92,GOOD
473,100.0,68.02,81.24,84.83,GOOD
474,100.0,64.24,89.23,81.38,GOOD
475,83.25,46.2,60.45,61.43,AVERAGE
476,71.78,85.01,56.42,72.98,AVERAGE
477,69.23,64.86,84.9,73.72,AVERAGE
478,63.47,77.37,69.53,69.56,AVERAGE
479,88.02,98.29,54.99,83.22,GOOD
480,79.53,49.98,57.31,61.49,AVERAGE
481,46.43,30.0,41.71,35.0,NEEDS_IMPROVEMENT
482,72.11,93.55,63.71,75.79,GOOD
483,91.52,96.92,75.86,92.81,EXCELLENT
484,75.69,72.74,67.4,72.92,AVERAGE
485,57.24,72.82,56.65,59.43,NEEDS_IMPROVEMENT
486,71.97,79.05,60.31,75.58,GOOD
487,77.37,88.85,69.67,82.1,GOOD
488,77.08,69.91,71.88,73.08,AVERAGE
489,100.0,92.43,90.09,99.97,EXCELLENT
490,93.14,96.79,58.73,85.4,EXCELLENT
491,94.95,63.72,89.02,79.65,GOOD
492,81.28,30.0,73.87,61.6,AVERAGE
493,87.0,100.0,61.48,86.0,EXCELLENT
494,97.03,49.36,60.29,66.18,AVERAGE
495,98.35,66.62,76.5,79.65,GOOD
496,51.32,72.81,46.62,52.44,NEEDS_IMPROVEMENT
497,98.96,58.89,88.47,83.81,GOOD
498,90.99,73.79,45.98,72.09,AVERAGE
499,63.05,91.92,85.51,82.49,GOOD
500,65.72,62.47,72.65,66.45,AVERAGE
